alias	existing_or_reason	candidate_target	source
NRK2	multiple_targets	NEK4|NMRK2	hgnc_alias_symbol
NRP	multiple_targets	NAP1L1|NRP1|OPTN	hgnc_alias_symbol
NRP2	current_symbol	NELL2	hgnc_alias_symbol
NRXN4	CNTNAP1	CNTNAP2	hgnc_alias_symbol
NS	multiple_targets	GNL3|SPINK5	hgnc_alias_symbol
NSCL2	multiple_targets	NHLH2|TAF1	hgnc_alias_symbol
NSE1	multiple_targets	LRATD1|NSMCE1	hgnc_alias_symbol
NSE2	multiple_targets	LRATD2|NSMCE2	hgnc_alias_symbol
NSL1	current_symbol	KANSL1	hgnc_alias_symbol
NSP	RTN1	SPECC1	hgnc_alias_symbol
NSP2	multiple_targets	BCAR3|RTN2	hgnc_alias_symbol
NTN	multiple_targets	CX3CL1|NRTN	hgnc_alias_symbol
NTN4	current_symbol	MLF2	hgnc_alias_symbol
NTNG1	current_symbol	NTNG2	hgnc_prev_symbol
NY-REN-2	multiple_targets	YTHDF2|YTHDF2P1	hgnc_alias_symbol
OAT4	multiple_targets	SLC22A11|SLC22A9	hgnc_alias_symbol
OATP1	current_symbol	SLCO1C1	hgnc_alias_symbol
OAZ	OAZ1	ZNF423	hgnc_alias_symbol
OB	LEP	CDH11	hgnc_alias_symbol
OCC-1	multiple_targets	C12orf75|FSTL1	hgnc_alias_symbol
OCC1	multiple_targets	C12orf75|FSTL1	hgnc_alias_symbol
OCIF	multiple_targets	BTF3P11|TNFRSF11B	hgnc_alias_symbol
OCP2	SKP1P1	SKP1	hgnc_alias_symbol
OCT1	multiple_targets	POU2F1|SLC22A1	hgnc_alias_symbol
OCT2	multiple_targets	POU2F2|SLC22A2	hgnc_alias_symbol
OCT3	multiple_targets	POU5F1|SLC22A3	hgnc_alias_symbol
oda6	multiple_targets	DNAI1|DNAI2	hgnc_alias_symbol
ODC	multiple_targets	ODC1|SLC25A21|UMPS	hgnc_alias_symbol
ODC1	current_symbol	SLC25A21	hgnc_alias_symbol
ODC1L	multiple_targets	AZIN1|AZIN2	hgnc_alias_symbol
ODD	OSR1	GJA1	hgnc_alias_symbol
ODZ3	multiple_targets	TENM1|TENM3	hgnc_prev_symbol
OF	multiple_targets	BRIP1|SPI1	hgnc_alias_symbol
OFD1P1	multiple_targets	OFD1P17|OFD1P1Y	hgnc_prev_symbol
OFD1P2	multiple_targets	OFD1P2Y|OFD1P6Y	hgnc_prev_symbol
OI4	COL1A2	COL1A1	hgnc_alias_symbol
OLF1	multiple_targets	EBF1|OR5I1	hgnc_alias_symbol
OLF4p	multiple_targets	OR7A1P|OR7A2P	hgnc_alias_symbol
OP-2	multiple_targets	BMP8A|BMP8B	hgnc_alias_symbol
OPA1	current_symbol	MED12	hgnc_alias_symbol
OPG	TNFRSF11B	BTF3P11	hgnc_alias_symbol
OR11-1	multiple_targets	OR7E10P|OR7E126P	hgnc_alias_symbol
OR11-11a	multiple_targets	OR7E4P|OR7E8P	hgnc_alias_symbol
OR19-18	multiple_targets	OR7A2P|OR7C2	hgnc_alias_symbol
OR4F18	OR4F17	OR4F4	hgnc_alias_symbol
OR7E68P	multiple_targets	OR7E110P|OR7E26P	hgnc_prev_symbol
ORC1	current_symbol	SLC25A15	hgnc_alias_symbol
ORF1	multiple_targets	AHI1|NCKIPSD	hgnc_alias_symbol
ORP1	multiple_targets	OSBPL1A|RP1	hgnc_alias_symbol
OSCP	multiple_targets	ATP5PO|ITGBL1	hgnc_alias_symbol
OSM	current_symbol	CCM2	hgnc_alias_symbol
OSR1	current_symbol	OXSR1	hgnc_prev_symbol
OST	multiple_targets	DDOST|MCF2L	hgnc_alias_symbol
OTX3	DMBX1	CRX	hgnc_alias_symbol
OX2R	multiple_targets	CD200R1|HCRTR2	hgnc_alias_symbol
OXR1	current_symbol	HCRTR1	hgnc_alias_symbol
P0	multiple_targets	MPZ|RPLP0	hgnc_alias_symbol
P1	multiple_targets	PRF1|RPLP1	hgnc_alias_symbol
p100	multiple_targets	SND1|TPX2	hgnc_alias_symbol
p105	multiple_targets	NFKB1|NFKB2	hgnc_alias_symbol
P11	multiple_targets	ENDOU|S100A10	hgnc_alias_symbol
p115	multiple_targets	ARHGAP4|USO1	hgnc_alias_symbol
p12	multiple_targets	H3P5|POLD4|POLE4	hgnc_alias_symbol
p120	multiple_targets	BRD8|CTNND1|NOP2|RASA1	hgnc_alias_symbol
p13	multiple_targets	EXOSC1|H3P6	hgnc_alias_symbol
P14	multiple_targets	CTNNBL1|RPP14|S100A9|SF3B6	hgnc_alias_symbol
p14	multiple_targets	CDK2AP2|CDKN2A|H3P8|LAMTOR2|SUB1	hgnc_alias_symbol
P15	multiple_targets	CDKN2B|NXT1	hgnc_alias_symbol
p15	multiple_targets	H3P9|MRPL28|SUB1	hgnc_alias_symbol
p150	multiple_targets	ABL1|ANPEP|PIK3R4	hgnc_alias_symbol
p16	multiple_targets	CDKN2A|H3P10	hgnc_alias_symbol
p17	multiple_targets	FAM72A|H3P11|POLE3|RPL29P31	hgnc_alias_symbol
P18	multiple_targets	MAFK|ZNF197	hgnc_alias_symbol
p18	multiple_targets	ATRAID|CDKN2C|H3P12|LAMTOR1|TPPP2	hgnc_alias_symbol
p180	multiple_targets	POLA1|RRBP1	hgnc_alias_symbol
p19	multiple_targets	CDKN2A|CDKN2D|H3P13	hgnc_alias_symbol
P2	multiple_targets	MPEG1|RPLP2	hgnc_alias_symbol
p20	multiple_targets	H3P14|TPPP3	hgnc_alias_symbol
p200	multiple_targets	ARFGEF1|ARID2|HEATR5B	hgnc_alias_symbol
P21	multiple_targets	CDKN1A|NSG1|TCEAL1	hgnc_alias_symbol
p21	multiple_targets	CDKN1A|H3P16|TCEAL1	hgnc_alias_symbol
p22	multiple_targets	CHP1|DYNC1H1|PHB2	hgnc_alias_symbol
p220	multiple_targets	EIF4G1|NPAT	hgnc_alias_symbol
p23	multiple_targets	H3P17|PTGES3|TMED10	hgnc_alias_symbol
p24	multiple_targets	CHP1|H3P19|NRSN1	hgnc_alias_symbol
p25	multiple_targets	DCTN5|TPPP	hgnc_alias_symbol
p27	multiple_targets	DCTN6|H3P23|PSMD9|ZNRD2	hgnc_alias_symbol
P28	multiple_targets	DNALI1|GOSR1|GSTO1	hgnc_alias_symbol
p28	multiple_targets	H3P24|IL27|PSMD10	hgnc_alias_symbol
p29	multiple_targets	PRDX6|SYF2	hgnc_alias_symbol
p31	multiple_targets	PSMD8|USE1	hgnc_alias_symbol
p32	multiple_targets	C1QBP|CD8A	hgnc_alias_symbol
p33	multiple_targets	ING1|LTB	hgnc_alias_symbol
p34	multiple_targets	AAGAB|CCNH	hgnc_alias_symbol
p35	multiple_targets	CDK5R1|IL12A|UPK3B	hgnc_alias_symbol
p36	multiple_targets	H3C9P|NT5C3A	hgnc_alias_symbol
p37	multiple_targets	CCNH|UBXN2B	hgnc_alias_symbol
p38	multiple_targets	AHSA1|AIMP2|MAPK14	hgnc_alias_symbol
P39	multiple_targets	ATP6V0D1|CDK5R2	hgnc_alias_symbol
P40	multiple_targets	ARHGEF2|EBNA1BP2|IL9|PSMD7	hgnc_alias_symbol
p40	multiple_targets	ARMH1|BRMS1L|H3P28|LANCL1|RPSA|TP63	hgnc_alias_symbol
p42	multiple_targets	CDK20|H3P30|PSMC6	hgnc_alias_symbol
p43	multiple_targets	AIMP1|H3P31	hgnc_alias_symbol
p44	multiple_targets	GTF2H2|H3P33|IFI44|WDR77	hgnc_alias_symbol
p45	multiple_targets	PSMC5|SKP2	hgnc_alias_symbol
P47	multiple_targets	CLEC11A|PLEK	hgnc_alias_symbol
p47	multiple_targets	H3P37|ING1|NSFL1C	hgnc_alias_symbol
p48	multiple_targets	H3P38|PTF1A	hgnc_alias_symbol
p49	multiple_targets	H3P39|SRFBP1	hgnc_alias_symbol
p50	multiple_targets	ASCC1|CD40|H3P40|NFKB1	hgnc_alias_symbol
p51	multiple_targets	H3P41|TP63	hgnc_alias_symbol
p52	multiple_targets	H3P42|NFKB2|PSIP1	hgnc_alias_symbol
P54	multiple_targets	FKBP5|NONO	hgnc_alias_symbol
p54	multiple_targets	H3P43|SRSF11	hgnc_alias_symbol
p55	multiple_targets	ERG|FSCN1|H3P44|PIK3R3|PSMD12	hgnc_alias_symbol
p56	multiple_targets	CCDC91|H3P45|PSMC1	hgnc_alias_symbol
p57	multiple_targets	CORO1A|H3P47	hgnc_alias_symbol
P58	multiple_targets	DNAJC3|PDIA3|PSMD3|RAD23B	hgnc_alias_symbol
p58	multiple_targets	H3P20|KIR2DL3	hgnc_alias_symbol
p6	multiple_targets	EXOSC9|S100A12	hgnc_alias_symbol
p60	multiple_targets	H3P7|SQSTM1	hgnc_alias_symbol
P62	multiple_targets	GTF2H1|IGF2BP2	hgnc_alias_symbol
p62	multiple_targets	DCTN4|IGF2BP2|KHDRBS1|NUP62|SQSTM1	hgnc_alias_symbol
P65	multiple_targets	GORASP1|SYT1	hgnc_alias_symbol
p67	multiple_targets	CD33|METAP2	hgnc_alias_symbol
p75	multiple_targets	PSIP1|TCF3|TNFRSF1B	hgnc_alias_symbol
P8	multiple_targets	NUPR2|S100A8	hgnc_alias_symbol
p8	multiple_targets	CMC4|EXOSC7|NUPR1	hgnc_alias_symbol
P84	multiple_targets	SIRPA|THOC1	hgnc_alias_symbol
p85	multiple_targets	PIK3R1|PIK3R2|PPP1R12C|PPP1R13B	hgnc_alias_symbol
p90	multiple_targets	CCDC8|TFRC	hgnc_alias_symbol
p97	multiple_targets	CFDP1|EIF4G2|GEMIN4|VCP	hgnc_alias_symbol
PA	BLOC1S6	EPB42	hgnc_alias_symbol
PAAT	multiple_targets	C10orf88|SLC38A4	hgnc_alias_symbol
PABP1	multiple_targets	PABPC1|PABPC1P1	hgnc_alias_symbol
PABP2	PABPN1	PABPC1P2	hgnc_alias_symbol
PABP3	multiple_targets	PABPC1P3|PABPC3	hgnc_alias_symbol
PABPL1	PABPC1P10	PABPC1	hgnc_alias_symbol
PAC1	multiple_targets	ADCYAP1R1|KLF6|PSMG1	hgnc_alias_symbol
PACAP	multiple_targets	ADCYAP1|MZB1	hgnc_alias_symbol
PACER	multiple_targets	PACERR|RUBCNL	hgnc_alias_symbol
PACT	multiple_targets	PRKRA|RBBP6	hgnc_alias_symbol
PAD	multiple_targets	DHX40|PADI4	hgnc_alias_symbol
PAFAH	multiple_targets	PAFAH1B1|PLA2G7	hgnc_alias_symbol
PAK1	current_symbol	PKN1	hgnc_alias_symbol
PAK3	current_symbol	ARHGEF7	hgnc_alias_symbol
PAK5	current_symbol	PAK6	hgnc_alias_symbol
PAL	multiple_targets	LRIT1|PAM|SHCBP1	hgnc_alias_symbol
PAM	current_symbol	MYCBP2	hgnc_alias_symbol
PAM-1	multiple_targets	F11R|PAM	hgnc_alias_symbol
PAN2	current_symbol	NLRP4|RDH14	hgnc_alias_symbol
PAN3	current_symbol	NLRP6	hgnc_alias_symbol
PAO	multiple_targets	PAOX|SMOX	hgnc_alias_symbol
PAP	multiple_targets	ACP3|ASAP1|ASAP2|MRPS30|PAPOLA|PDAP1|TUSC2	hgnc_alias_symbol
PAP1	multiple_targets	PDAP1|REG3A	hgnc_alias_symbol
PAP2	multiple_targets	MYBBP1A|PLPPR5	hgnc_alias_symbol
PAPA	multiple_targets	GLI3|PAPPA	hgnc_alias_symbol
PAR-1	multiple_targets	F2R|MARK2|PWAR1	hgnc_alias_symbol
PAR-6	multiple_targets	PARD6A|PWAR6	hgnc_alias_symbol
PAR1	multiple_targets	F2R|PWAR1|SLC52A2	hgnc_alias_symbol
PAR2	multiple_targets	F2RL1|NR1I2|SLC52A1	hgnc_alias_symbol
PAR3	multiple_targets	F2RL2|PARD3	hgnc_alias_symbol
PAR4	multiple_targets	F2RL3|PAWR|PWAR4	hgnc_alias_symbol
PARC	multiple_targets	CCL18|CUL9	hgnc_alias_symbol
PARS	multiple_targets	EPRS1|PARP1	hgnc_alias_symbol
PAT1	multiple_targets	APPBP2|SLC36A1	hgnc_alias_symbol
PBF	multiple_targets	PTTG1IP|ZNF395	hgnc_alias_symbol
PBI	multiple_targets	APOBEC3C|SMR3A	hgnc_alias_symbol
PBP	multiple_targets	DOCK3|MED1|PKD1|PPBP	hgnc_alias_symbol
PBX2	current_symbol	PBX2P1	hgnc_prev_symbol
PC	current_symbol	PODXL	hgnc_alias_symbol
PC2	multiple_targets	CBX4|PCSK2|PKD2	hgnc_alias_symbol
PC3	multiple_targets	BTG2|CBX8|PCSK1	hgnc_alias_symbol
PC4	multiple_targets	IFRD1|PCSK4|SUB1	hgnc_alias_symbol
PCA1	multiple_targets	ENPP1|PCAT1	hgnc_alias_symbol
PCD	multiple_targets	DNAAF3|DNAH5|DNAI1|PCBD1	hgnc_alias_symbol
PCDH2	PCDHGC3	PCDHG@	hgnc_alias_symbol
PCL	multiple_targets	FLT4|PKD2L1	hgnc_alias_symbol
PCL1	multiple_targets	PCYOX1|PHF1	hgnc_alias_symbol
PCM1	current_symbol	MBD1	hgnc_alias_symbol
PCN	multiple_targets	PCNT|PLEC	hgnc_alias_symbol
PD1	multiple_targets	PDCD1|SNCA|SPATA2	hgnc_alias_symbol
PDC	current_symbol	PNKD	hgnc_alias_symbol
PDF	current_symbol	GDF15	hgnc_alias_symbol
PDI	multiple_targets	P4HB|PADI1|PDIA2	hgnc_alias_symbol
PDIP1	multiple_targets	HELZ2|KCTD13	hgnc_alias_symbol
PDIR	multiple_targets	PDIA2|PDIA5	hgnc_alias_symbol
PDK1	current_symbol	PDPK1	hgnc_alias_symbol
PDP1	current_symbol	PLPP6	hgnc_alias_symbol
PDX1	current_symbol	PDHX	hgnc_alias_symbol
PEN	multiple_targets	PCSK1N|PUM3	hgnc_alias_symbol
PEPP1	multiple_targets	PLEKHA4|RHOXF1	hgnc_alias_symbol
PEPP2	multiple_targets	PLEKHA5|RHOXF2	hgnc_alias_symbol
PER1	current_symbol	PGAP3	hgnc_alias_symbol
PERRS	multiple_targets	RGS9|RGS9BP	hgnc_alias_symbol
PFM	multiple_targets	ALX4|MSX2	hgnc_alias_symbol
PFM1	MSX2	PRDM4	hgnc_alias_symbol
PFM2	ALX4	PRDM5	hgnc_alias_symbol
PGAM-B	multiple_targets	PGAM1|PGAM4	hgnc_alias_symbol
PGAM1	current_symbol	PGAM4	hgnc_alias_symbol
PGDS	multiple_targets	HPGDS|PTGDS	hgnc_alias_symbol
PGP	current_symbol	PGPEP1	hgnc_alias_symbol
PGR1	multiple_targets	GPR153|MRFAP1	hgnc_alias_symbol
pH2A/f	multiple_targets	H2AC11|H2AC5P	hgnc_alias_symbol
PHKD	multiple_targets	CALM1|CALM2|CALM3	hgnc_alias_symbol
PHR1	multiple_targets	MYCBP2|PLEKHB1	hgnc_alias_symbol
PIG1	multiple_targets	LGALS7|NUFIP2	hgnc_alias_symbol
PIG3	multiple_targets	MRPL41|TP53I3	hgnc_alias_symbol
PIG6	multiple_targets	PRODH|SPAG9	hgnc_alias_symbol
PIGF	current_symbol	PGF	hgnc_alias_symbol
PIM1	current_symbol	LONP1	hgnc_alias_symbol
PIR-B	multiple_targets	LILRB1|LILRB3	hgnc_alias_symbol
PIRB	multiple_targets	LILRB1|LILRB3	hgnc_alias_symbol
PISD	current_symbol	SFI1	hgnc_alias_symbol
PKD1	current_symbol	PRKD1	hgnc_alias_symbol
PKD2	current_symbol	PRKD2	hgnc_alias_symbol
PKNOX2-AS1	current_symbol	PKNOX2-DT	hgnc_prev_symbol
PKR1	PRKAR1A	PROKR1	hgnc_alias_symbol
PL	multiple_targets	CSH1|PNLIP	hgnc_alias_symbol
PLA2L	multiple_targets	HHLA1|OC90|PLA2G2A	hgnc_prev_symbol
PLAC8	current_symbol	LGALS13	hgnc_alias_symbol
PLAP	multiple_targets	ALPP|LNPEP|PLAA	hgnc_alias_symbol
PLB	PLN	PLB1	hgnc_alias_symbol
PLCE	PLCL1	PLCE1	hgnc_alias_symbol
PLD1	current_symbol	PRKCSH	hgnc_prev_symbol
PLIP	multiple_targets	KAT5|PTPMT1	hgnc_alias_symbol
PLP	multiple_targets	PRDX5|PTHLH	hgnc_alias_symbol
PM5	multiple_targets	NOMO1|NOMO2	hgnc_alias_symbol
PMI	multiple_targets	PMM2|TMEM11	hgnc_alias_symbol
PMP22	current_symbol	PXMP2	hgnc_alias_symbol
PMR1	multiple_targets	ATP2C1|PXDNL	hgnc_alias_symbol
PMS2P13	current_symbol	PMS2CL	hgnc_alias_symbol
PN-I	multiple_targets	NT5C|NT5C3A	hgnc_alias_symbol
PN1	multiple_targets	SCN9A|SERPINE2	hgnc_alias_symbol
PNK	multiple_targets	PDXK|PNKP	hgnc_alias_symbol
PNP	current_symbol	PPY	hgnc_alias_symbol
PNR	multiple_targets	NR2E3|TAAR5	hgnc_alias_symbol
POB1	multiple_targets	REPS2|TRIM37	hgnc_alias_symbol
POD1	multiple_targets	CORO7|TCF21	hgnc_alias_symbol
POF	multiple_targets	DIAPH2|POF1B	hgnc_alias_symbol
POLH	current_symbol	POLQ	hgnc_alias_symbol
POLK	current_symbol	TENT4A	hgnc_alias_symbol
POLQ	current_symbol	POLK	hgnc_alias_symbol
POM121	current_symbol	POMZP3	hgnc_alias_symbol
POMP	current_symbol	NT5C3A	hgnc_alias_symbol
POP1	current_symbol	POPDC1|PYDC1	hgnc_alias_symbol
POP2	multiple_targets	POPDC2|PYDC2	hgnc_alias_symbol
POP3	multiple_targets	POPDC3|PYDC5	hgnc_alias_symbol
POP4	current_symbol	NLRP2B	hgnc_alias_symbol
PORC	HMBS	PORCN	hgnc_alias_symbol
POST	multiple_targets	DESI1|SLC35G1	hgnc_alias_symbol
POTE2beta	multiple_targets	POTEI|POTEJ	hgnc_alias_symbol
PP1	multiple_targets	NPY4R|PPA1	hgnc_alias_symbol
PP17	multiple_targets	PLIN3|STMN1	hgnc_alias_symbol
PP2Calpha	multiple_targets	PPM1A|PPP2CA	hgnc_alias_symbol
PP5	multiple_targets	PPP5C|TFPI2	hgnc_alias_symbol
PPAT	current_symbol	COASY	hgnc_alias_symbol
PPCD	VSX1	COL8A2	hgnc_alias_symbol
PPD	HPD	VSX1	hgnc_alias_symbol
PPIase	multiple_targets	FKBP1B|FKBP2|FKBP5|FKBP6|PPIB	hgnc_alias_symbol
PPOX	current_symbol	HCRT	hgnc_alias_symbol
PPP1R6	multiple_targets	PPP1R3D|PPP1R9B	hgnc_prev_symbol
PR	multiple_targets	PGR|TMEM37	hgnc_alias_symbol
PRAF1	POLR1E	RABAC1	hgnc_alias_symbol
PRB1	current_symbol	RBL1	hgnc_alias_symbol
PRC17	multiple_targets	TBC1D3|TBC1D3B	hgnc_alias_symbol
PRDX6	current_symbol	PRDX5	hgnc_alias_symbol
PRG	SRGN	PRB3	hgnc_alias_symbol
PRG1	SRGN	IER3	hgnc_alias_symbol
PRG2	current_symbol	PLPPR3|PXDN	hgnc_alias_symbol
PRG3	current_symbol	AIFM2	hgnc_alias_symbol
PRIP	multiple_targets	NCOA6|PLCL1	hgnc_alias_symbol
PRK1	multiple_targets	PKN1|PROK1	hgnc_alias_symbol
PRKAR2	multiple_targets	PRKAR2A|PRKAR2B	hgnc_prev_symbol
PRL1	multiple_targets	OPRPN|PLRG1|PTP4A1	hgnc_alias_symbol
PRL3	multiple_targets	PTP4A3|SMR3B	hgnc_alias_symbol
PRO1	LMNA	ZMPSTE24	hgnc_alias_symbol
PRODH2	current_symbol	PRODH	hgnc_alias_symbol
PRP	multiple_targets	PRDX2|PRNP	hgnc_alias_symbol
PRR	multiple_targets	ATP6AP2|NECTIN1	hgnc_alias_symbol
PRR2	multiple_targets	NECTIN2|PNRC1	hgnc_alias_symbol
PRR4	current_symbol	NECTIN4	hgnc_alias_symbol
PRSSL1	multiple_targets	KLK10|PRSS57	hgnc_prev_symbol
PRX	current_symbol	PRDX6	hgnc_alias_symbol
PRX2	multiple_targets	PRDX2|PRRX2	hgnc_alias_symbol
PSA	multiple_targets	KLK3|NPEPPS|PSAT1	hgnc_alias_symbol
PSAP	current_symbol	MTCH1	hgnc_alias_symbol
PSF	multiple_targets	IGFBP7|SFPQ	hgnc_alias_symbol
PSF1	multiple_targets	GINS1|TAP1	hgnc_alias_symbol
PSF2	multiple_targets	GINS2|TAP2	hgnc_alias_symbol
PSG1	current_symbol	PSG2	hgnc_alias_symbol
PSG11	current_symbol	PSG9	hgnc_prev_symbol
PSK-1	multiple_targets	SEZ6L2|TAOK2	hgnc_alias_symbol
PSMD15	PSMD4P1	SEM1	hgnc_alias_symbol
PSP	multiple_targets	BPIFA2|MSMB|PSPN|REG1A|RIDA	hgnc_alias_symbol
PTB	PTBP1	PTBP2	hgnc_alias_symbol
PTC	multiple_targets	CCDC6|RET	hgnc_alias_symbol
PTEN2	multiple_targets	PTENP1|TPTE	hgnc_alias_symbol
pTEX	multiple_targets	TEX28P1|TEX28P2	hgnc_alias_symbol
PTH1	multiple_targets	PTH|PTRH1	hgnc_alias_symbol
PTH2	current_symbol	PTENP1|PTRH2	hgnc_alias_symbol
PTHR	PTH1R	PTHLH	hgnc_alias_symbol
PTP	multiple_targets	PTPRU|REG1A|SLC25A3	hgnc_alias_symbol
PTPA	current_symbol	PTPRA	hgnc_prev_symbol
PTPRO	current_symbol	PTPRU	hgnc_alias_symbol
PTPRQ	current_symbol	PTPRR	hgnc_prev_symbol
PTPRZ	PTPRZ1	PTPRZ2	hgnc_alias_symbol
PTX1	multiple_targets	CRP|ERGIC2|PITX1	hgnc_alias_symbol
PUM	MUC1	MYOD1	hgnc_alias_symbol
PVALB	current_symbol	MB	hgnc_alias_symbol
PWCR	SNRPN	NDN	hgnc_alias_symbol
PXMP1	ABCD3	PEX19	hgnc_alias_symbol
PXN	current_symbol	PXDN	hgnc_alias_symbol
QARS	multiple_targets	EPRS1|QARS1	hgnc_prev_symbol
QP-C	multiple_targets	UQCRB|UQCRQ	hgnc_alias_symbol
RAB1	RAB1A	RNASE4	hgnc_alias_symbol
RAB11B	current_symbol	RAB43	hgnc_alias_symbol
RAB39	RAB39A	RAB34	hgnc_alias_symbol
RAB41	current_symbol	RAB43	hgnc_alias_symbol
RAB42	current_symbol	RAB42P1	hgnc_prev_symbol
RAC1	current_symbol	RNASE1	hgnc_alias_symbol
RAC3	current_symbol	NCOA3	hgnc_alias_symbol
RAD1	current_symbol	ERCC4|RNASE6	hgnc_alias_symbol
RAD26L	multiple_targets	ERCC6L|ERCC6L2	hgnc_alias_symbol
RAE1	current_symbol	RNASE7	hgnc_alias_symbol
RAF1	current_symbol	RNASE3	hgnc_alias_symbol
RAGE	MOK	AGER	hgnc_alias_symbol
RAI	multiple_targets	PPP1R13L|RNH1	hgnc_alias_symbol
RAI1	current_symbol	RNASE12	hgnc_alias_symbol
RAM	multiple_targets	CCDC26|RAB27A|RAMAC	hgnc_alias_symbol
RAMP	multiple_targets	DTL|PAMR1|ZMYM2	hgnc_alias_symbol
RAR	multiple_targets	RAB40B|RARA	hgnc_alias_symbol
RASSF4	current_symbol	RIN2	hgnc_alias_symbol
RAX	current_symbol	PRKRA	hgnc_alias_symbol
RBM1	RBMY1A1	KYAT3	hgnc_alias_symbol
RBM5-AS1	current_symbol	SEMA3F-AS1	hgnc_alias_symbol
RBP	multiple_targets	RENBP|SUGP1	hgnc_alias_symbol
RBP1	current_symbol	ARID4A	hgnc_alias_symbol
RBP2	current_symbol	RIMBP2	hgnc_alias_symbol
RBP3	current_symbol	E2F1	hgnc_alias_symbol
RBP5	current_symbol	CRABP1	hgnc_prev_symbol
RC3	multiple_targets	DMXL2|NRGN	hgnc_alias_symbol
RCK	multiple_targets	DDX6|MAP3K19	hgnc_alias_symbol
RCP	multiple_targets	CRCP|RAB11FIP1	hgnc_alias_symbol
RD	multiple_targets	NELFE|PEX7|PHYH	hgnc_alias_symbol
RDC1	multiple_targets	ACKR3|VIPR1	hgnc_alias_symbol
RDS	PRPH2	TST	hgnc_alias_symbol
RED	multiple_targets	DYRK3|IK	hgnc_alias_symbol
REF1	multiple_targets	APEX1|TFPI2	hgnc_alias_symbol
REGL	REG1CP	REG1B	hgnc_alias_symbol
REN	current_symbol	KCTD11	hgnc_alias_symbol
RF1	multiple_targets	ETF1|MTRF1	hgnc_alias_symbol
RFC1	current_symbol	SLC19A1	hgnc_alias_symbol
RGP1	current_symbol	RGPD1	hgnc_alias_symbol
RGS13	current_symbol	RGS18	hgnc_alias_symbol
RH	multiple_targets	RHCE|RHD	hgnc_prev_symbol
RHBDL4	RHBDL3	RHBDD1	hgnc_alias_symbol
RHEB	current_symbol	RHEBP1	hgnc_alias_symbol
RHEB2	RHEB	RHEBL1	hgnc_alias_symbol
RhoGAP2	multiple_targets	ARHGAP22|CHN1	hgnc_alias_symbol
RIF	multiple_targets	RHOF|RNF34	hgnc_alias_symbol
RIF1	current_symbol	INSL6|LRIF1	hgnc_alias_symbol
RIG	multiple_targets	DIRAS1|DKK3|RPS15	hgnc_alias_symbol
RIG1	multiple_targets	PLAAT4|RIGI	hgnc_alias_symbol
RILP	current_symbol	PRICKLE1	hgnc_alias_symbol
RIM	multiple_targets	RBBP8|RIMS1	hgnc_alias_symbol
RING2	multiple_targets	HSD17B8|RNF2	hgnc_alias_symbol
RING5	multiple_targets	RNF5|SLC39A7	hgnc_alias_symbol
RINZF	multiple_targets	ZBTB10|ZBTB46	hgnc_alias_symbol
RIP	multiple_targets	AGFG1|DGCR5|RALBP1|RIPK1|RPAIN	hgnc_alias_symbol
RIP-1	multiple_targets	KRR1|RIPK1	hgnc_alias_symbol
RIP1	multiple_targets	RALBP1|RIPK1|UQCRFS1	hgnc_alias_symbol
RIP2	multiple_targets	ARHGEF28|RIPK2	hgnc_alias_symbol
RIP5	multiple_targets	DSTYK|RAB5IF	hgnc_alias_symbol
RIS1	multiple_targets	TMEM158|UQCRFS1	hgnc_alias_symbol
RITA	multiple_targets	RITA1|ZNF331	hgnc_alias_symbol
RLF	current_symbol	INSL3	hgnc_alias_symbol
RMD1	multiple_targets	RMDN1|RMND1	hgnc_alias_symbol
RN	multiple_targets	U2AF1|ZNF362	hgnc_alias_symbol
RNASE9	current_symbol	RNASE10	hgnc_alias_symbol
RNASEH1	current_symbol	RNASEH1P1	hgnc_prev_symbol
RNF35	TRIM61	TRIM40	hgnc_alias_symbol
RNH1	current_symbol	RNASEH1P1	hgnc_alias_symbol
RNR1	current_symbol	NR4A2	hgnc_alias_symbol
RNU1-5	multiple_targets	RNU1-5P|RNVU1-18	hgnc_prev_symbol
RNU1-6P	current_symbol	RNVU1-7	hgnc_prev_symbol
RNU1-7P	current_symbol	RNU1-27P	hgnc_prev_symbol
RNU1-8	multiple_targets	RNU1-28P|RNU1-8P	hgnc_prev_symbol
RNU1-8P	current_symbol	RNU1-28P	hgnc_prev_symbol
RNU12	current_symbol	RNU12-2P	hgnc_prev_symbol
RNU12P	multiple_targets	RNU12|RNU12-2P	hgnc_prev_symbol
RNU1P1	RNVU1-18	RNU1-11P	hgnc_alias_symbol
RNU1P1	RNVU1-18	RNU1-5P	hgnc_withdrawn
ROC1	multiple_targets	RBX1|RIT1	hgnc_alias_symbol
ROR1	current_symbol	RORA	hgnc_alias_symbol
ROR2	current_symbol	RORA	hgnc_alias_symbol
RP1	current_symbol	MAPRE2|TMEM184B-AS1|WHR1	hgnc_alias_symbol
RP11	PRPF31	LINC02598	hgnc_alias_symbol
RP2	current_symbol	NUDT19|WHR1B	hgnc_alias_symbol
RP3	RPGR	MAPRE3	hgnc_alias_symbol
RP42	multiple_targets	DCUN1D1|KLHL7	hgnc_alias_symbol
RP58	multiple_targets	ZBTB18|ZNF513	hgnc_alias_symbol
RP66	ARL2BP	RBP3	hgnc_alias_symbol
RP8	multiple_targets	MT-TS2|PDCD2	hgnc_alias_symbol
